Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
2.821293686,393634.0502,192.5127625,560706737.6,KalmanGain
2.955198,430894.0586,233.062975,689028674.3,KalmanUpdate
3.099711366,430212.0749,309.457025,912059636,MultHelixPropEndcap
0.3305032706,159531.8879,13.375,40682739,main
1.105364134,200095.7282,1200.649,4252763074,prepareHits
0.7277534824,131188.6043,235,832515128,prepareTracks
2.884382047,415520.15,203.5270625,601308749,propagateToZ
1.039483101,197079.3767,2194.775,7767618044,randn
