Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
50.18565865,4626825.391,30.6255,77618854.93,KalmanGain
53.20141867,4831001.237,40.999375,104456529.1,KalmanUpdate
53.06214259,5124906.805,50.74655,129197010.8,MultHelixPropEndcap
27.84027669,2564204.68,8.571857143,26684890.57,main
1.851025536,267734.8428,2216.436,7538055246,prepareHits
1.717289843,284832.1446,309.999,1049604257,prepareTracks
51.40124941,5267556.406,51.251825,130979101.5,propagateToZ
