Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
1.428336285,170459.8556,1247.483,4493145104,prepareHits OMP
1.643144943,178664.3675,205.004,739387864,prepareTracks OMP
2.810070523,442503.3588,512.99245,1577519821,propagateToZ OMP
1.851025536,267734.8428,2216.436,7538055246,prepareHits TBB
1.717289843,284832.1446,309.999,1049604257,prepareTracks TBB
51.40124941,5267556.406,51.251825,130979101.5,propagateToZ TBB
