Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
0.8365251213,156995.6218,185.007,652637348,prepareTracks GCC
3.07039082,445483.0887,411.2796,1225198773,propagateToZ GCC
1.717289843,284832.1446,309.999,1049604257,prepareTracks ICC
51.40124941,5267556.406,51.251825,130979101.5,propagateToZ ICC
