Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
0.9513582218,176633.979,1378.989,4648116419,prepareHits GCC
1.080197447,243490.3547,165.003,651613918,prepareTracks GCC
3.045395055,477931.5807,337.186125,1081001836,propagateToZ GCC
1.428336285,170459.8556,1247.483,4493145104,prepareHits ICC
1.643144943,178664.3675,205.004,739387864,prepareTracks ICC
2.810070523,442503.3588,512.99245,1577519821,propagateToZ ICC
