Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
0.9513582218,176633.979,1378.989,4648116419,prepareHits OMP
1.080197447,243490.3547,165.003,651613918,prepareTracks OMP
3.045395055,477931.5807,337.186125,1081001836,propagateToZ OMP
1.005468102,180985.4156,1350.555,4755140414,prepareHits TBB
0.8365251213,156995.6218,185.007,652637348,prepareTracks TBB
3.07039082,445483.0887,411.2796,1225198773,propagateToZ TBB
