Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
0.112988109,26942890073,1.459,3717899256,XSBench History
0.114920182,26873251116,1.459,3712419956,XSBench Event
0.114590226,25884004208,0.802,580242973.5,XSBench Event opt 1
0.114718216,26422354208,0.583,473454524.1,XSBench Event opt 2
,,,,
,,,,
,,,,
