Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
0.193415753,39534760161,4.143,7396188421,XSBench History
0.195950996,39446658400,4.169,7433408274,XSBench Event
0.189467219,35910273204,3.514,1947405128,XSBench Event opt 1
0.189695915,36707850504,2.366,1950427696,XSBench Event opt 2
,,,,
,,,,
,,,,
