Arithmetic Intensity,Total Flops,Time (s),Cycles,Label
0.060912641,1.10E+12,20.124886,33987267505,MM default Intel
0.367749032,1.15E+12,0.778172,1411543353,MM transpose Intel
0.062317985,1.10E+12,12.965219,34794798908,MM unrolljam Intel
0.100599794,1.52E+12,30.56655,31811658633,MM block 64 Intel
